"pop","tau","ROH_caller",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"European",1.1,"GARLIC","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.1,"GARLIC","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,20020,0.00000000000000000000000000000000000000113,0.00000000000000000000000000000000000000226,"***"
"European",1.1,"GARLIC","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.1,"GARLIC","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.1,"GERMLINE","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,26924,0.000000000000000000000000000232,0.000000000000000000000000000232,"***"
"European",1.1,"GERMLINE","per_cM_nonzero_log","Short ROH","Long ROH",500,500,11364,0.0000000000000000000000000000000000000000000000000000000122,0.0000000000000000000000000000000000000000000000000000000366,"***"
"European",1.1,"GERMLINE","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.1,"GERMLINE","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,24974,0.000000000000000000000000000000235,0.00000000000000000000000000000047,"***"
"European",1.1,"GERMLINE","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.1,"GERMLINE","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"GARLIC","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,37201,0.00000000000000368,0.00000000000000368,"***"
"European",1.2,"GARLIC","per_cM_nonzero_log","Short ROH","Long ROH",500,500,16070,0.0000000000000000000000000000000000000000000000497,0.000000000000000000000000000000000000000000000149,"***"
"European",1.2,"GARLIC","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"GARLIC","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,25113,0.000000000000000000000000000000388,0.000000000000000000000000000000776,"***"
"European",1.2,"GARLIC","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"GARLIC","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"GERMLINE","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,23534,0.00000000000000000000000000000000114,0.00000000000000000000000000000000228,"***"
"European",1.2,"GERMLINE","per_cM_nonzero_log","Short ROH","Long ROH",500,500,13763,0.00000000000000000000000000000000000000000000000000126,0.00000000000000000000000000000000000000000000000000378,"***"
"European",1.2,"GERMLINE","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"GERMLINE","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,31082,0.00000000000000000000017,0.00000000000000000000017,"***"
"European",1.2,"GERMLINE","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.2,"GERMLINE","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"GARLIC","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,31920,0.00000000000000000000212,0.00000000000000000000212,"***"
"European",1.3,"GARLIC","per_cM_nonzero_log","Short ROH","Long ROH",500,500,17784,0.000000000000000000000000000000000000000000093,0.000000000000000000000000000000000000000000279,"***"
"European",1.3,"GARLIC","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"GARLIC","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,30036,0.00000000000000000000000663,0.0000000000000000000000133,"***"
"European",1.3,"GARLIC","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"GARLIC","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"GERMLINE","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,22135,0.00000000000000000000000000000000000535,0.0000000000000000000000000000000000107,"***"
"European",1.3,"GERMLINE","per_cM_nonzero_log","Short ROH","Long ROH",500,500,16409,0.000000000000000000000000000000000000000000000225,0.000000000000000000000000000000000000000000000675,"***"
"European",1.3,"GERMLINE","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"GERMLINE","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,36513,0.000000000000000657,0.000000000000000657,"***"
"European",1.3,"GERMLINE","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"European",1.3,"GERMLINE","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125249,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000128,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"GARLIC","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,125126,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000267,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000801,"***"
"East Asian",0.7,"GARLIC","per_cM_nonzero_log","Short ROH","Long ROH",500,500,19601,0.000000000000000000000000000000000000000201,0.000000000000000000000000000000000000000201,"***"
"East Asian",0.7,"GARLIC","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"GARLIC","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,3684,0.0000000000000000000000000000000000000000000000000000000000000000000000000274,0.0000000000000000000000000000000000000000000000000000000000000000000000000548,"***"
"East Asian",0.7,"GARLIC","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"GARLIC","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125243,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000132,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"GERMLINE","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,123944,0.00000000000000000000000000000000000000000000000000000000000000000000000000000003,0.00000000000000000000000000000000000000000000000000000000000000000000000000000006,"***"
"East Asian",0.7,"GERMLINE","per_cM_nonzero_log","Short ROH","Long ROH",500,500,5740,0.00000000000000000000000000000000000000000000000000000000000000000000252,0.00000000000000000000000000000000000000000000000000000000000000000000252,"***"
"East Asian",0.7,"GERMLINE","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"GERMLINE","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,495,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000246,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000738,"***"
"East Asian",0.7,"GERMLINE","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.7,"GERMLINE","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"GARLIC","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,123330,0.00000000000000000000000000000000000000000000000000000000000000000000000000000109,0.00000000000000000000000000000000000000000000000000000000000000000000000000000327,"***"
"East Asian",0.8,"GARLIC","per_cM_nonzero_log","Short ROH","Long ROH",500,500,18369,0.00000000000000000000000000000000000000000114,0.00000000000000000000000000000000000000000114,"***"
"East Asian",0.8,"GARLIC","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"GARLIC","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,5637,0.00000000000000000000000000000000000000000000000000000000000000000000144,0.00000000000000000000000000000000000000000000000000000000000000000000288,"***"
"East Asian",0.8,"GARLIC","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"GARLIC","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125248,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000128,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"GERMLINE","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,116963,0.00000000000000000000000000000000000000000000000000000000000000204,0.00000000000000000000000000000000000000000000000000000000000000204,"***"
"East Asian",0.8,"GERMLINE","per_cM_nonzero_log","Short ROH","Long ROH",500,500,6513,0.000000000000000000000000000000000000000000000000000000000000000000167,0.000000000000000000000000000000000000000000000000000000000000000000334,"***"
"East Asian",0.8,"GERMLINE","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"GERMLINE","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,1707,0.000000000000000000000000000000000000000000000000000000000000000000000000000000315,0.000000000000000000000000000000000000000000000000000000000000000000000000000000945,"***"
"East Asian",0.8,"GERMLINE","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.8,"GERMLINE","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"GARLIC","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,115541,0.0000000000000000000000000000000000000000000000000000000000031,0.0000000000000000000000000000000000000000000000000000000000062,"***"
"East Asian",0.9,"GARLIC","per_cM_nonzero_log","Short ROH","Long ROH",500,500,17917,0.000000000000000000000000000000000000000000165,0.000000000000000000000000000000000000000000165,"***"
"East Asian",0.9,"GARLIC","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"GARLIC","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,8552,0.0000000000000000000000000000000000000000000000000000000000000081,0.0000000000000000000000000000000000000000000000000000000000000243,"***"
"East Asian",0.9,"GARLIC","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"GARLIC","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125248,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000128,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"GERMLINE","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,101742,0.00000000000000000000000000000000104,0.00000000000000000000000000000000104,"***"
"East Asian",0.9,"GERMLINE","per_cM_nonzero_log","Short ROH","Long ROH",500,500,7662,0.0000000000000000000000000000000000000000000000000000000000000000767,0.000000000000000000000000000000000000000000000000000000000000000153,"***"
"East Asian",0.9,"GERMLINE","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"GERMLINE","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,4123,0.000000000000000000000000000000000000000000000000000000000000000000000000325,0.000000000000000000000000000000000000000000000000000000000000000000000000975,"***"
"East Asian",0.9,"GERMLINE","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",0.9,"GERMLINE","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"GARLIC","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,101314,0.00000000000000000000000000000000515,0.00000000000000000000000000000000515,"***"
"East Asian",1,"GARLIC","per_cM_nonzero_log","Short ROH","Long ROH",500,500,18212,0.000000000000000000000000000000000000000000584,0.00000000000000000000000000000000000000000117,"***"
"East Asian",1,"GARLIC","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"GARLIC","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,12386,0.00000000000000000000000000000000000000000000000000000179,0.00000000000000000000000000000000000000000000000000000537,"***"
"East Asian",1,"GARLIC","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"GARLIC","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"GERMLINE","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,83591,0.000000000088,0.000000000088,"***"
"East Asian",1,"GERMLINE","per_cM_nonzero_log","Short ROH","Long ROH",500,500,9190,0.000000000000000000000000000000000000000000000000000000000000218,0.000000000000000000000000000000000000000000000000000000000000436,"***"
"East Asian",1,"GERMLINE","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"GERMLINE","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,7924,0.000000000000000000000000000000000000000000000000000000000000000305,0.000000000000000000000000000000000000000000000000000000000000000915,"***"
"East Asian",1,"GERMLINE","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1,"GERMLINE","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"GARLIC","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,84082,0.0000000000318,0.0000000000318,"***"
"East Asian",1.1,"GARLIC","per_cM_nonzero_log","Short ROH","Long ROH",500,500,19073,0.0000000000000000000000000000000000000000223,0.0000000000000000000000000000000000000000446,"***"
"East Asian",1.1,"GARLIC","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"GARLIC","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,16838,0.0000000000000000000000000000000000000000000015,0.0000000000000000000000000000000000000000000045,"***"
"East Asian",1.1,"GARLIC","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"GARLIC","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"GERMLINE","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,68035,0.094,0.094,"ns"
"East Asian",1.1,"GERMLINE","per_cM_nonzero_log","Short ROH","Long ROH",500,500,10984,0.00000000000000000000000000000000000000000000000000000000187,0.00000000000000000000000000000000000000000000000000000000561,"***"
"East Asian",1.1,"GERMLINE","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"GERMLINE","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,12644,0.00000000000000000000000000000000000000000000000000000619,0.0000000000000000000000000000000000000000000000000000124,"***"
"East Asian",1.1,"GERMLINE","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.1,"GERMLINE","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"GARLIC","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,68332,0.078,0.078,"ns"
"East Asian",1.2,"GARLIC","per_cM_nonzero_log","Short ROH","Long ROH",500,500,20319,0.00000000000000000000000000000000000000384,0.0000000000000000000000000000000000000115,"***"
"East Asian",1.2,"GARLIC","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"GARLIC","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,21426,0.000000000000000000000000000000000000329,0.000000000000000000000000000000000000658,"***"
"East Asian",1.2,"GARLIC","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"GARLIC","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"GERMLINE","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,56963,0.08,0.08,"ns"
"East Asian",1.2,"GERMLINE","per_cM_nonzero_log","Short ROH","Long ROH",500,500,13287,0.000000000000000000000000000000000000000000000000000133,0.000000000000000000000000000000000000000000000000000399,"***"
"East Asian",1.2,"GERMLINE","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"GERMLINE","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,17813,0.000000000000000000000000000000000000000000105,0.00000000000000000000000000000000000000000021,"***"
"East Asian",1.2,"GERMLINE","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.2,"GERMLINE","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"GARLIC","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,56702,0.067,0.067,"ns"
"East Asian",1.3,"GARLIC","per_cM_nonzero_log","Short ROH","Long ROH",500,500,21977,0.00000000000000000000000000000000000289,0.00000000000000000000000000000000000867,"***"
"East Asian",1.3,"GARLIC","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"GARLIC","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,26170,0.0000000000000000000000000000168,0.0000000000000000000000000000336,"***"
"East Asian",1.3,"GARLIC","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"GARLIC","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"GERMLINE","per_cM_nonzero_log","Short ROH","Medium ROH",500,500,49920,0.0000848,0.0000848,"***"
"East Asian",1.3,"GERMLINE","per_cM_nonzero_log","Short ROH","Long ROH",500,500,15955,0.0000000000000000000000000000000000000000000000297,0.0000000000000000000000000000000000000000000000891,"***"
"East Asian",1.3,"GERMLINE","per_cM_nonzero_log","Short ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"GERMLINE","per_cM_nonzero_log","Medium ROH","Long ROH",500,500,23065,0.000000000000000000000000000000000193,0.000000000000000000000000000000000386,"***"
"East Asian",1.3,"GERMLINE","per_cM_nonzero_log","Medium ROH","Non-ROH",500,500,125250,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000127,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
"East Asian",1.3,"GERMLINE","per_cM_nonzero_log","Long ROH","Non-ROH",500,500,125249,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000128,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000762,"***"
