pop,tau,A_per_cM_mean_all,A_per_cM_mean_nonzero,A_proportion_mean,B_per_cM_mean_all,B_per_cM_mean_nonzero,B_proportion_mean,C_per_cM_mean_all,C_per_cM_mean_nonzero,C_proportion_mean,Non-ROH_per_cM_mean_all,Non-ROH_per_cM_mean_nonzero,Non-ROH_proportion_mean,hXX,simID
p1,0.7,0.07340927668680085,0.073704093059037,0.16391615282867644,0.07786234738019461,0.20381614461286238,0.02907221599672633,0.15612105451531688,0.2564845895608778,0.022121951880695895,0.00927849343966039,0.00927849343966039,0.7848896792939013,h00,1061286463616756465
p1,0.8,0.06030814384244898,0.06055034522334235,0.17547996997904355,0.06763124930173357,0.17703474081924375,0.03155944022394817,0.14995312023883514,0.2463515546780863,0.02387498042015509,0.0055673592524827665,0.0055673592524827665,0.7690856093768532,h00,1061286463616756465
p1,0.9,0.05000799649285596,0.05020883182013651,0.18599044964113698,0.05759764742032457,0.15077031236496724,0.033672455455807326,0.1418009241768488,0.23295866114768018,0.025326069190208977,0.003237573076167636,0.003237573076167636,0.7550110257128467,h00,1061286463616756465
p1,1.0,0.042286309857678304,0.04245613439525934,0.19533840593772486,0.04853989669041478,0.1270603178072622,0.03545752565236125,0.1328980671862899,0.21833253894890486,0.026543889464927774,0.0018585288836699932,0.0018585288836699932,0.7426601789449861,h00,1061286463616756465
p1,1.1,0.036648953952270115,0.036796138506295296,0.20354263814485843,0.040769606446733365,0.1067204404046844,0.036970661853691154,0.1241257984659592,0.20392095462264725,0.02758036532851386,0.0010695700285050958,0.0010695700285050958,0.7319063346729365,h00,1061286463616756465
p1,1.2,0.032561932567882354,0.032692703381407985,0.21069496634920565,0.03426835395874976,0.08970245595084496,0.03826237586737432,0.11589867583734241,0.19040496744706253,0.028472296212760952,0.000623944826089722,0.000623944826089722,0.7225703615706591,h00,1061286463616756465
p1,1.3,0.02958096520177932,0.02969976425881458,0.21691788784304822,0.028878644669855767,0.07559409928285774,0.03937369058058376,0.10833745657348617,0.17798296437072728,0.029245979176539424,0.0003716300012198928,0.0003716300012198928,0.7144624423998287,h00,1061286463616756465
p2,0.7,0.04084463542649377,0.04084463542649377,0.3263113736572192,0.024760375854508035,0.04085870603054131,0.03437142128969798,0.03629789426251768,0.1187931084955124,0.003473198420429208,0.010286407757743823,0.010286407757743823,0.6358440066326536,h00,1061286463616756465
p2,0.8,0.028879290761298953,0.028879290761298953,0.34169944785472806,0.018223246150444843,0.030071363284562447,0.036574780692240995,0.026114198072115454,0.08546464823601421,0.0036902656947558257,0.006411999658893777,0.006411999658893777,0.6180355057582751,h00,1061286463616756465
p2,0.9,0.019975725468450514,0.019975725468450514,0.35620453156169946,0.01310241171654161,0.0216211414464383,0.038669044326739274,0.018003108321785657,0.05891926359857124,0.003887246617281335,0.003913855048052561,0.003913855048052561,0.6012391774942798,h00,1061286463616756465
